Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
37.0,12,97583.43,7846.9525,7.0,7.0,9.0,1.0,21.0,16.0,1.92,1.0,1,1296.8,30.69230128282865,353.0,1,46.51178912986877,132.28690305849457,5,785.3994910262771,Good
25.0,0,16063.455,1142.62125,8.0,6.0,7.0,2.0,16.0,19.0,19.79,8.0,2,355.79,27.1370657341675,190.0,2,22.0596506930977,55.04545070757978,4,273.1790925340325,Standard
22.0,1,54150.09,4595.5075,8.0,9.0,30.0,7.0,21.0,16.0,24.54,12.0,0,4204.98,38.79254216802358,113.0,2,211.38722193894927,38.612820653802,2,383.34100755511565,Poor
30.0,5,7682.515,676.2095833333334,6.0,6.0,32.0,7.0,28.0,9.0,9.59,10.0,2,1453.52,24.186203040119377,101.0,2,31.01695060985424,28.881176166527663,5,297.72283155695146,Poor
22.0,3,7895.565,911.96375,5.0,10.0,34.0,5.0,8.0,15.0,10.7,12.0,2,2659.39,29.6479073450693,225.0,2,26.66209872343164,23.409974545956008,1,279.23562243773813,Poor
16.0,13,74956.2,6151.349999999999,9.0,7.0,33.0,6.0,47.0,22.0,24.9,11.0,0,4942.19,31.64625387491411,73.0,0,281.88712656177336,54.584056165029885,4,29.88728767680004,Standard
46.0,1,130232.25,10750.6875,5.0,3.0,7.0,1.0,6.0,2.0,4.05,3.0,1,1077.66,36.82575123384417,225.0,1,60.0397273187294,161.31074415165443,2,1034.639705229259,Good
29.0,12,30028.29,2286.3575,3.0,6.0,10.0,4.0,15.0,20.0,17.65,8.0,2,1410.84,34.01564250559624,80.0,2,76.32040533141058,40.37342174124015,3,229.79360120595115,Standard
28.0,0,53331.48,4255.29,10.0,5.0,26.0,9.0,61.0,19.0,16.23,12.0,0,2913.93,30.562290961556062,22.0,2,230.3405623660969,36.01689302452317,2,164.04409528183209,Poor
43.0,3,59359.04,4961.586666666667,9.0,10.0,28.0,6.0,29.0,17.0,15.28,10.0,0,3339.7,35.09230582459466,65.0,2,287.0888500803725,88.58094880788502,2,134.1750711572884,Standard
34.0,8,30771.54,2749.295,4.0,6.0,18.0,7.0,19.0,18.0,21.25,4.0,2,246.06,38.54937978882971,106.0,2,162.40181374530138,37.82133853716757,2,249.8070181253751,Standard
28.0,2,31040.14,2474.6783333333333,3.0,5.0,16.0,2.0,2.0,8.0,13.77,5.0,2,1288.66,27.581795890650447,353.0,2,44.31614812683518,65.85615732427371,2,366.5772388036603,Standard
19.0,9,17414.3,1285.1916666666666,3.0,7.0,34.0,5.0,25.0,9.0,11.92,6.0,2,2500.7,33.0331481425445,177.0,2,61.169588703985184,34.90477785260829,5,304.83757471786845,Poor
39.0,5,46248.72,3884.06,8.0,7.0,14.0,7.0,25.0,8.0,18.43,6.0,2,214.72,31.771613997031803,177.0,2,207.84685793854428,56.004678266534434,0,332.07648444972887,Standard
53.0,12,21051.145,1791.262083333333,1.0,6.0,8.0,1.0,3.0,12.0,7.38,2.0,1,90.3,37.38656441343541,202.0,1,15.495500542574383,23.976796578600283,1,359.37009745447494,Good
18.0,4,59502.28,4939.5233333333335,2.0,4.0,1.0,4.0,14.0,1.0,8.21,4.0,1,395.15,38.34708719931268,301.0,0,188.69432121871463,56.86067232147376,1,403.6953094360054,Good
29.0,9,7567.505,749.6254166666665,6.0,7.0,21.0,5.0,60.0,22.0,26.4,12.0,0,4343.3,40.172764197436976,131.0,2,25.533190958147426,13.18854574096854,5,245.02090740871893,Poor
29.0,7,93169.92,7794.16,6.0,7.0,18.0,2.0,6.0,12.0,19.62,1.0,2,1110.09,30.572951973229124,319.0,2,112.34029768600637,63.04871077344959,4,455.5195339367916,Standard
15.0,7,92084.4,7728.7,3.0,3.0,14.0,4.0,15.0,15.0,18.09,4.0,2,1265.51,38.6653579312822,188.0,0,180.5883652052341,56.65342069608357,4,582.9122928649113,Standard
19.0,11,58225.78,4812.1483333333335,5.0,7.0,15.0,0.0,34.0,20.0,1.77,3.0,2,164.38,28.455282168401645,297.0,1,0.0,90.37437281440032,0,630.840460518933,Standard
21.0,7,125943.63,10448.3025,3.0,5.0,6.0,1.0,3.0,4.0,2.19,1.0,1,853.94,36.08390839921504,277.0,1,90.82935260074856,211.4471915262978,0,931.025827217892,Standard
22.0,0,16083.84,1488.32,7.0,4.0,11.0,2.0,15.0,15.0,7.92,0.0,2,537.64,25.92668192757677,199.0,2,14.686812211645794,26.26202742917801,0,336.74440595343515,Standard
27.0,5,67512.6,5804.05,7.0,6.0,31.0,3.0,28.0,11.0,13.48,11.0,2,2342.79,30.41124625611014,117.0,2,88.99393704043982,105.27485056519356,1,557.6277336005927,Poor
15.0,9,143703.4,12099.283333333333,8.0,3.0,6.0,2.0,27.0,15.0,10.53,6.0,2,418.85,41.91151378731997,377.0,2,168.7055046907443,83.57197026911501,0,1006.7379002123412,Standard
17.0,13,19742.24,1619.186666666667,7.0,6.0,32.0,4.0,22.0,14.0,9.55,9.0,2,1373.49,35.090869408667665,104.0,2,52.09095848007586,41.77613238600368,5,191.5638091327752,Poor
48.0,4,32027.38,2397.9483333333333,6.0,3.0,14.0,0.0,13.0,14.0,5.46,2.0,2,990.39,25.99060771091416,277.0,1,0.0,57.63907457432487,4,272.3592274001885,Standard
42.0,6,32424.62,2867.0516666666667,4.0,7.0,4.0,0.0,8.0,9.0,5.25,0.0,1,442.63,30.99436180300125,274.0,1,0.0,40.376540270112656,2,466.00774727340286,Good
37.0,2,8499.645,817.30375,8.0,7.0,20.0,8.0,30.0,18.0,5.65,9.0,0,2573.1,25.25562166703484,185.0,2,34.700690030537515,0.0,4,291.5808729106026,Poor
28.0,2,43115.38,3806.948333333333,4.0,4.0,6.0,4.0,9.0,10.0,7.86,0.0,1,746.05,35.36111871851846,193.0,1,118.4402088086774,42.57633717713081,1,469.6782873475251,Good
26.0,10,16038.69,1176.5575,8.0,7.0,16.0,7.0,24.0,10.0,13.5,7.0,2,1975.78,33.50326029812389,194.0,2,79.94205890844974,38.81463547928964,5,191.42747689072448,Poor
44.0,6,7885.605,554.13375,8.0,7.0,23.0,5.0,44.0,22.0,1.64,12.0,0,1334.09,27.707916143785376,116.0,2,30.600628284496374,19.2915405299832,4,279.6575039198655,Poor
30.0,11,10366.83,568.9025,8.0,3.0,6.0,4.0,24.0,12.0,7.92,4.0,2,0.95,29.33187516895296,241.0,2,24.41334705494797,10.51830213466148,4,297.48670089197213,Standard
34.0,5,82203.45000000001,6655.287500000001,5.0,4.0,12.0,2.0,12.0,20.0,4.86,1.0,2,667.13,28.226931033380733,263.0,2,104.3200658335418,78.24125350836347,5,473.7521127732223,Standard
22.0,1,27767.57,2355.964166666666,5.0,7.0,20.0,0.0,15.0,14.0,9.81,2.0,2,1262.27,40.6044406176715,275.0,2,0.0,16.44295670845277,1,459.1534599582139,Standard
31.0,1,48101.13,3875.4275,7.0,8.0,30.0,9.0,45.0,16.0,27.14,8.0,0,4416.68,31.38378808272838,70.0,0,315.0737758352696,33.624893326014764,0,334.05340568422787,Standard
45.0,12,9093.865,621.8220833333334,7.0,9.0,27.0,4.0,25.0,18.0,22.75,8.0,0,2196.35,33.38173644476986,113.0,2,25.631584288243552,11.54368529186499,3,266.5869450219833,Poor
22.0,0,59214.6,5120.55,7.0,10.0,27.0,9.0,37.0,23.0,26.47,8.0,0,2814.81,36.11770819284757,34.0,0,388.1756411751363,71.20054287342353,5,68.7089267115112,Standard
17.0,9,8285.085,592.4237499999998,6.0,6.0,33.0,5.0,50.0,19.0,18.56,7.0,0,1821.76,32.4051376872082,176.0,0,18.84763609485034,24.67543634413008,4,295.7193025610196,Poor
26.0,11,104880.68,8771.056666666665,7.0,7.0,12.0,0.0,25.0,10.0,10.16,3.0,2,1036.4,37.5034126849876,386.0,2,0.0,62.66884401178173,4,697.5878339936385,Standard
27.0,3,38036.61,3180.7175,2.0,3.0,2.0,2.0,12.0,5.0,4.84,4.0,1,241.07,34.216483130661004,201.0,1,33.31106410568741,34.872675598248,2,481.4334257417695,Standard
23.0,6,8983.565,645.6304166666667,6.0,4.0,6.0,2.0,8.0,16.0,11.25,7.0,2,1270.65,29.012868661447808,176.0,2,9.885124977053865,14.281583463539958,2,298.5034025403847,Standard
52.0,10,80302.47,6391.8725,5.0,5.0,20.0,0.0,10.0,11.0,11.71,2.0,2,976.47,27.589050437715365,276.0,2,0.0,106.28382061922336,4,465.4669467311252,Standard
38.0,3,28279.12,2300.593333333333,4.0,7.0,13.0,0.0,23.0,12.0,16.74,5.0,2,329.28,30.10072428022347,221.0,2,0.0,27.20291416944941,2,373.67600802695216,Standard
21.0,4,28256.16,2500.68,7.0,6.0,22.0,9.0,23.0,21.0,9.95,9.0,0,1721.83,40.55880623813957,121.0,2,195.8671809569697,51.3531796265849,3,104.16073512230383,Poor
34.0,6,14075.83,876.9858333333334,7.0,10.0,19.0,5.0,18.0,23.0,19.14,12.0,0,1333.74,29.15695260040499,159.0,2,31.005245991897432,25.93121620274532,5,266.0108132878529,Standard
24.0,13,30608.63,2650.7191666666668,3.0,6.0,9.0,1.0,8.0,19.0,17.04,9.0,2,729.74,38.493439997903,289.0,2,12.919119877903222,60.58958200846213,0,445.7830911723792,Standard
29.0,0,15714.98,1228.5816666666667,10.0,7.0,16.0,9.0,21.0,18.0,0.9800000000000004,7.0,0,1874.48,32.212588622077284,88.0,2,67.12791606105874,26.70953549015123,5,229.9266372309405,Poor
31.0,10,55663.5,4932.625,5.0,4.0,30.0,7.0,21.0,11.0,7.39,6.0,2,1319.74,37.82181679764004,65.0,0,223.544548232684,45.45242968687869,1,335.91057211312443,Poor
34.0,0,19071.07,1887.2558333333327,7.0,6.0,20.0,4.0,44.0,24.0,7.06,8.0,0,1538.98,28.45585821618955,151.0,2,52.15717233704647,21.68849159092264,5,251.7668016503207,Standard
41.0,5,32019.94,2598.328333333333,4.0,5.0,7.0,3.0,22.0,16.0,1.79,1.0,1,776.31,40.86587660914165,200.0,1,41.77294001142359,61.55186281168321,5,240.0201657400309,Good
43.0,12,104118.69,8853.5575,5.0,7.0,5.0,3.0,14.0,18.0,14.65,7.0,2,555.27,26.96003570145033,256.0,2,163.64459709895598,109.99325916917942,4,659.2475069901245,Standard
42.0,14,20562.56,1651.5466666666669,5.0,6.0,31.0,2.0,24.0,13.0,11.16,9.0,2,2491.07,25.29433304603636,128.0,2,28.588769331082183,35.778835309806546,2,345.181244320213,Poor
43.0,7,34014.64,2742.5533333333333,4.0,4.0,21.0,7.0,22.0,11.0,15.58,8.0,2,1706.37,32.30648246231695,105.0,2,99.50967879433294,30.78296309141316,5,273.3584867593683,Poor
38.0,13,20372.43,1411.7025,10.0,5.0,17.0,7.0,29.0,18.0,19.96,11.0,0,3460.0,39.57905331415999,35.0,2,108.1344183283934,57.68049127998648,3,240.77092979860447,Poor
24.0,7,167787.16,13952.263333333334,5.0,4.0,10.0,3.0,8.0,2.0,15.56,1.0,1,1357.9,34.25621921907008,190.0,0,413.5720377590062,100.66085253923828,0,1120.993443035089,Standard
30.0,6,135807.12,11446.26,7.0,7.0,12.0,3.0,25.0,19.0,5.1,2.0,2,1032.13,28.52293600925901,207.0,2,214.3614517900581,151.06167624568258,0,908.3708892769332,Standard
38.0,12,69228.92,5752.076666666668,9.0,8.0,18.0,7.0,45.0,17.0,2.84,10.0,0,4648.0,32.717788278715496,21.0,2,316.1501010560258,75.75611617587481,5,252.0772843688229,Poor
42.0,12,17758.44,1403.87,8.0,3.0,13.0,1.0,15.0,12.0,22.64,4.0,2,908.52,33.26439179899296,273.0,2,11.666972271723626,35.187903104791765,5,358.6673877497953,Standard
14.0,4,12680.815,1334.7345833333334,4.0,5.0,14.0,0.0,26.0,11.0,12.79,6.0,2,704.18,24.7949372551642,212.0,2,0.0,34.16940847646265,3,303.97072275393793,Standard
43.0,6,16943.505,1382.95875,4.0,6.0,11.0,1.0,24.0,15.0,8.93,4.0,1,961.19,24.11553643389938,303.0,1,11.203244455239489,27.88654313243672,5,295.60335424537067,Good
42.0,1,118636.88,9865.406666666668,8.0,6.0,9.0,1.0,15.0,15.0,11.94,4.0,2,1097.71,41.1938800034887,243.0,2,86.54293080681103,85.9815824032765,2,523.2292674261456,Standard
33.0,7,90403.77,7433.6475,4.0,6.0,2.0,0.0,15.0,7.0,0.84,0.0,1,575.68,36.11243246977772,238.0,1,0.0,99.7059106177522,1,884.4052651216631,Standard
51.0,13,171292.56,12574.940065472232,1.0,5.0,9.0,3.0,7.0,1.0,1.4900000000000002,4.0,1,393.01,24.468318382321574,381.0,1,283.6633192985098,283.187021109729,3,267.1560022700387,Good
52.0,8,33768.99,2904.0825,5.0,4.0,5.0,0.0,2.0,2.0,10.06,2.0,1,209.22,36.17022672716735,199.0,1,0.0,20.87240467672468,2,367.0203222253283,Standard
37.0,8,78164.36,6553.696666666668,0.0,4.0,4.0,4.0,10.0,2.0,9.35,3.0,1,426.54,26.75960347255069,308.0,1,162.48844834704764,150.63189119548528,1,550.1214683084532,Good
38.0,7,7261.91,393.1591666666667,5.0,7.0,12.0,6.0,30.0,14.0,17.98,7.0,2,908.02,28.66053730978124,101.0,0,35.461801249881184,15.917874749004936,2,245.94751532414583,Standard
41.0,12,114150.75,9668.5625,5.0,4.0,8.0,0.0,14.0,1.0,14.13,0.0,1,399.84,41.48109469112988,224.0,1,0.0,100.71673801132098,4,871.676174206593,Standard
29.0,12,44219.46,3855.955,6.0,7.0,12.0,7.0,27.0,8.0,18.21,7.0,2,1685.8,27.6297769519234,88.0,2,206.32103892874747,48.88787338893744,1,366.0851482899623,Standard
32.0,11,18848.995,1364.7495833333332,3.0,6.0,10.0,0.0,4.0,9.0,7.76,4.0,1,159.31,32.35161523885456,345.0,1,0.0,17.095270438939558,5,298.1800787546973,Standard
37.0,11,41486.98,3332.248333333333,3.0,2.0,4.0,4.0,7.0,2.0,9.18,1.0,1,802.69,40.72141634731703,281.0,1,71.80363832965158,38.01035838927229,2,381.11676103107794,Good
34.0,0,77463.99,6388.3325,7.0,6.0,15.0,2.0,30.0,15.0,2.42,4.0,2,451.63,32.16277071475958,200.0,1,80.87723028558403,128.73232204767908,1,662.2678089343141,Standard
40.0,10,44456.6,3628.716666666666,4.0,3.0,6.0,2.0,2.0,11.0,2.25,4.0,1,1181.27,39.62032711208651,202.0,1,43.84825710628783,36.69021307986287,3,252.4977878521388,Standard
46.0,9,17766.93,1219.5775,5.0,6.0,11.0,1.0,18.0,0.0,11.56,2.0,1,195.48,26.114834034486933,362.0,1,9.712735562935295,24.12995742571599,5,344.1125538379551,Standard
54.0,12,98796.84,8206.07,1.0,3.0,4.0,2.0,15.0,3.0,4.31,0.0,1,324.1,27.00237007127365,280.0,1,110.2833806839318,90.9641569672237,0,824.4581615346063,Standard
45.0,11,20929.295,1704.1079166666666,5.0,3.0,9.0,3.0,14.0,5.0,0.99,4.0,1,858.09,33.85979162146548,257.0,1,40.39817496072083,21.65177730142069,4,291.44457204550986,Standard
45.0,7,36742.54,2893.8783333333336,3.0,6.0,9.0,4.0,22.0,14.0,19.73,8.0,2,1149.65,29.68761348915741,69.0,2,80.43489216058977,42.35135796364778,5,334.7400241358286,Standard
28.0,8,41803.08,3685.59,3.0,3.0,13.0,2.0,24.0,13.0,3.66,0.0,2,1204.07,38.9436072772351,339.0,2,49.75250980215552,25.78441852790904,3,415.3531955083919,Standard
26.0,6,35384.0,2960.666666666666,9.0,6.0,32.0,9.0,30.0,17.0,3.43,8.0,0,4161.42,35.61647025672122,43.0,2,214.3342971261814,26.86509514022324,2,224.05372128623048,Poor
22.0,3,43568.84,3852.736666666666,5.0,7.0,5.0,1.0,9.0,6.0,2.25,1.0,1,1389.9,23.05278530065167,329.0,1,27.816261119818112,89.07959683755472,5,206.5673748044196,Standard
19.0,2,10332.74,608.0616666666666,5.0,4.0,6.0,3.0,22.0,9.0,2.19,1.0,2,820.75,29.60056086202104,299.0,0,13.4829211478555,0.0,5,274.9599496055587,Standard
45.0,13,37089.86,2983.8216666666667,7.0,10.0,31.0,6.0,18.0,19.0,7.65,12.0,2,1950.21,34.19756611112444,235.0,2,152.48136134264442,31.726354994545744,2,199.1051383238848,Poor
27.0,5,93390.44,7538.536666666668,6.0,5.0,18.0,3.0,27.0,14.0,11.28,0.0,2,1036.26,35.70539706385264,213.0,1,117.48716161410906,121.35886732504028,0,755.0076377275176,Standard
37.0,6,7863.04,405.2533333333333,7.0,3.0,24.0,4.0,10.0,15.0,17.53,4.0,2,2286.31,31.86205954606301,155.0,2,23.60905668603669,11.771050720221233,5,289.96872020180905,Poor
22.0,1,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49.0,21.0,3.43,6.0,0,1559.16,35.540561475014854,155.0,2,110.78862692730704,13.594261670760796,5,151.49962285206647,Poor
50.0,5,87853.56,7527.13,4.0,1.0,4.0,2.0,7.0,1.0,8.99,2.0,1,498.81,37.62143297462574,201.0,1,142.39091891853565,55.32272001093863,0,786.7090496632902,Standard
36.0,1,29827.76,2385.6466666666665,8.0,8.0,16.0,5.0,28.0,22.0,16.31,6.0,0,3376.44,27.341119108547613,136.0,2,118.94294536150343,51.92376568656068,5,118.061684844171,Poor
28.0,4,61389.18000000001,5085.765,10.0,6.0,34.0,6.0,40.0,18.0,24.77,9.0,0,3051.79,26.65738741153743,107.0,2,156.44059802843225,62.45656779577478,2,475.5249568563544,Standard
42.0,12,74424.6,6025.05,9.0,8.0,21.0,6.0,47.0,19.0,4.36,11.0,0,1635.58,32.40848864176106,188.0,0,243.2995324371477,53.68081980412202,0,484.4511281672448,Standard
54.0,6,85038.87,6836.572499999998,0.0,2.0,6.0,3.0,6.0,8.0,3.86,2.0,1,995.2,39.47502900599376,273.0,0,154.410247528185,73.66301451423982,4,453.6904807262004,Good
47.0,6,19705.74,1377.1450000000002,5.0,4.0,10.0,2.0,12.0,13.0,11.98,0.0,2,39.75,28.79470126048632,183.0,2,22.96687927543136,22.65904095596062,5,253.6052639001984,Standard
23.0,12,17863.15,1755.5958333333335,6.0,7.0,24.0,7.0,58.0,20.0,23.84,12.0,0,3893.01,27.395179991999644,154.0,2,96.18186282091052,12.306931390967137,1,261.3283486538387,Standard
44.0,14,10207.5,842.3276364377913,7.0,7.0,22.0,5.0,12.0,13.0,19.19,7.0,2,2419.86,24.908584339340468,142.0,2,36.22922090019398,27.667388586331896,5,240.28786023122817,Poor
49.0,10,118297.6,10026.133333333331,2.0,1.0,9.0,3.0,8.0,3.0,15.97,7.0,1,1446.83,32.01346314303327,365.0,0,264.0927462032494,69.05205082305811,0,837.8307218748128,Standard
39.0,5,39962.38,3151.1983333333333,6.0,7.0,22.0,5.0,18.0,19.0,15.82,9.0,2,1444.91,25.680790015764824,111.0,2,89.76177617984463,22.24660488081125,2,320.73834224026405,Poor
43.0,14,80562.56,6587.546666666666,4.0,3.0,7.0,3.0,3.0,5.0,0.79,3.0,1,88.98,36.925456240389096,376.0,0,136.88695375977477,43.39617863937489,0,718.4715342675171,Good
43.0,5,9897.565,1073.7970833333334,10.0,10.0,25.0,9.0,42.0,18.0,21.83,11.0,0,2546.75,31.0157444367875,81.0,2,68.1385078067018,18.501126744428607,3,264.95211600197894,Poor
28.0,3,34052.56,2930.713333333333,7.0,6.0,18.0,6.0,23.0,21.0,7.44,10.0,0,2062.38,27.364603739978687,171.0,2,162.38644247948406,33.73484495234204,5,203.75681934239265,Poor
18.0,11,62160.87,4940.0725,7.0,5.0,22.0,7.0,55.0,18.0,4.92,12.0,0,2264.21,37.84265414109576,176.0,2,323.5306728477768,86.94402987428951,1,239.45040759579484,Poor
53.0,5,82015.88,6907.656666666668,0.0,5.0,2.0,2.0,11.0,10.0,3.26,1.0,1,1259.34,38.22940811366039,185.0,1,115.47310231531765,57.35966386673229,1,689.3452521160667,Good
52.0,1,89495.67,7417.9725,1.0,4.0,9.0,2.0,0.0,1.0,6.84,4.0,1,1393.69,29.904655634111982,273.0,1,87.1462147142287,75.70388595342129,3,290.8325898723405,Poor
22.0,2,15982.36,1279.8633333333337,7.0,5.0,33.0,7.0,57.0,12.0,17.08,8.0,0,4483.87,35.630156012615025,149.0,2,58.622941804286775,0.0,2,290.2218597371118,Poor
28.0,10,34552.7,2896.3916666666664,6.0,3.0,9.0,0.0,25.0,20.0,8.68,4.0,2,577.4,34.20598631940701,383.0,1,0.0,48.32490891653518,5,440.43889393217086,Standard
55.0,8,44280.31,3873.025833333333,4.0,3.0,8.0,2.0,17.0,3.0,9.23,1.0,1,1046.3,31.50237033796257,283.0,1,72.68864732520152,70.94872433545952,5,422.42715397789766,Standard
29.0,13,27099.11,2110.2591666666667,8.0,4.0,8.0,0.0,5.0,13.0,6.59,2.0,2,186.93,33.324302840787304,209.0,1,0.0,72.09013470148953,5,320.16511209493746,Standard
34.0,11,44986.55,3689.879166666667,5.0,4.0,11.0,1.0,2.0,1.0,10.26,0.0,1,753.21,29.119208180300568,233.0,1,23.26713547724025,43.20363344633164,2,471.7262691329181,Good
41.0,13,89338.36,7740.863333333334,4.0,5.0,10.0,3.0,12.0,2.0,2.3,3.0,1,915.14,27.827773087117315,231.0,1,149.41637712454457,62.62262485904026,4,113.2144566068414,Good
50.0,10,31534.94,2426.9116666666664,5.0,6.0,1.0,0.0,5.0,0.0,5.99,4.0,1,1258.83,28.87350836033569,351.0,1,0.0,25.088514223172155,1,456.14437538971566,Poor
42.0,2,21336.9,1656.075,3.0,5.0,6.0,1.0,17.0,20.0,17.75,5.0,2,1338.82,38.52360843047863,124.0,2,11.230332444715508,26.84063948754269,2,377.8206231978983,Standard
30.0,0,16486.52,1221.8766666666668,4.0,7.0,16.0,0.0,13.0,16.0,1.79,2.0,2,1052.74,39.24604234145775,322.0,2,0.0,35.316104384946215,1,321.99169435569087,Standard
19.0,1,8459.02,997.9183333333334,7.0,7.0,14.0,3.0,19.0,20.0,10.36,7.0,2,789.89,33.80850190152148,151.0,2,18.89415691962732,18.80216023505938,4,278.8667301526488,Standard
38.0,4,48254.04,4215.17,3.0,6.0,16.0,3.0,23.0,10.0,16.92,6.0,2,210.78,32.14844895694661,292.0,0,72.33336183783064,56.18009545733479,4,214.6290265615341,Standard
22.0,14,20628.55,1539.0458333333331,4.0,4.0,9.0,4.0,10.0,10.0,10.69,1.0,2,1276.97,26.871451787496053,392.0,2,52.3759436722908,41.53325309212217,5,302.008281171886,Standard
43.0,6,24744.78,2101.065,3.0,7.0,5.0,3.0,21.0,16.0,17.95,2.0,2,134.1,23.8810971413574,303.0,2,61.49631840057334,46.32963929569178,3,366.84101284658107,Standard
49.0,1,11527.73,839.6441666666666,3.0,7.0,14.0,1.0,12.0,12.0,1.39,3.0,2,532.86,36.376882563931645,280.0,1,5.913472082013276,12.284121506820808,5,300.1754115696733,Standard
15.0,10,57407.04,4570.92,3.0,3.0,18.0,4.0,24.0,11.0,4.6400000000000015,5.0,2,895.05,33.515999222712715,185.0,2,128.53068770833835,42.15371252364295,1,388.159736140629,Standard
47.0,11,84378.96,7142.580000000001,5.0,3.0,8.0,2.0,2.0,5.0,16.95,1.0,1,37.11,35.98010347889275,285.0,1,122.6797787382285,81.56233454061369,0,653.4939698563704,Poor
43.0,4,64794.64,5665.553333333332,7.0,5.0,31.0,5.0,61.0,22.0,6.35,7.0,0,2080.18,27.38183960215225,200.0,2,267.9417565939497,133.67996026402693,0,400.0571221672756,Poor
27.0,2,14785.12,1365.0933333333337,6.0,9.0,17.0,5.0,61.0,20.0,22.41,12.0,0,4780.8,31.83346403417945,16.0,2,43.96605324641933,26.29606744992072,5,294.36026228194726,Poor
14.0,10,15303.58,1179.2983333333334,8.0,6.0,23.0,7.0,43.0,15.0,3.86,7.0,0,1602.27,40.30159364394989,213.0,2,68.24132048087836,26.446694795843392,5,264.02157008112164,Poor
23.0,9,14441.54,1369.4616666666668,9.0,5.0,22.0,6.0,26.0,19.0,9.87,8.0,0,2176.93,28.58077581886184,109.0,2,47.799525750056496,57.01884243524291,4,264.07351465338985,Poor
33.0,1,31641.76,2388.813333333333,5.0,2.0,3.0,0.0,2.0,7.0,8.06,1.0,1,1277.7,23.50406473851262,209.0,1,0.0,31.92025273016144,2,336.3546183413014,Good
54.0,4,55644.14,4908.011666666666,5.0,3.0,6.0,4.0,31.0,22.0,3.64,4.0,2,147.64,42.124832191026506,243.0,1,181.7764244731134,36.72135337669162,1,489.4850778841388,Standard
24.0,4,16050.73,1315.5608333333332,8.0,3.0,10.0,4.0,21.0,11.0,12.76,5.0,2,1527.78,25.60997410384908,227.0,2,51.66243324119502,13.102579463078008,5,268.77588125585817,Standard
29.0,8,38861.72,3511.476666666667,4.0,5.0,11.0,1.0,10.0,3.0,3.83,4.0,1,107.29,41.963673334726536,368.0,1,26.06920391407017,34.24744439790478,1,494.669852555342,Good
41.0,0,38764.8,2974.4,10.0,6.0,33.0,2.0,29.0,16.0,11.83,11.0,0,2057.3,33.27666783742566,100.0,2,52.91978502757363,41.93867600106265,0,425.9555056997128,Poor
39.0,7,85020.54000000001,6962.045000000001,0.0,5.0,7.0,3.0,6.0,8.0,4.74,3.0,1,934.62,40.01163146427768,183.0,1,205.21133447193017,112.53296992027978,1,450.6145389814436,Poor
41.0,6,34913.58,3076.465,4.0,4.0,4.0,4.0,4.0,0.0,5.76,2.0,1,758.31,32.38909532266818,299.0,1,58.82788848446384,49.43945263469222,1,441.8776268751098,Standard
18.0,3,122915.96,10003.996666666668,5.0,5.0,17.0,2.0,20.0,12.0,7.89,3.0,2,478.02,35.99164974833232,382.0,1,123.9844735298822,114.53181450379606,4,336.8357390769755,Standard
33.0,4,41770.21,3652.850833333333,0.0,7.0,4.0,2.0,12.0,7.0,11.13,1.0,1,1174.56,36.3728652158944,226.0,1,51.922734311067565,45.90027281135981,1,455.0418783966327,Good
25.0,6,167753.52,14035.46,3.0,3.0,12.0,3.0,7.0,6.0,1.62,0.0,1,1079.59,32.86537066670433,344.0,1,257.3157897989022,185.1579875091829,1,1181.2939091081048,Good
41.0,2,50243.22,4107.935,8.0,3.0,19.0,3.0,11.0,14.0,14.19,2.0,2,1161.1,36.34362473897085,322.0,2,62.89923429306123,28.593427397067256,5,82.82524423621902,Standard
24.0,10,40207.94,3068.661666666667,7.0,5.0,26.0,6.0,27.0,20.0,1.07,9.0,0,1914.22,26.89844743334876,161.0,2,159.6921422129592,39.51986835968861,1,293.9518654209472,Standard
28.0,14,8113.06,732.0883333333335,9.0,5.0,34.0,7.0,56.0,16.0,21.65,7.0,0,3320.52,22.68841242825795,85.0,2,40.05699375175953,18.18795131949716,4,274.817705090942,Standard
30.0,12,13499.855,1026.9879166666667,7.0,3.0,3.0,2.0,7.0,8.0,1.92,0.0,2,453.75,36.35195160028,253.0,1,12.000280476233074,42.0813836239645,2,296.12428447732213,Standard
26.0,14,20602.02,1727.835,10.0,8.0,23.0,7.0,17.0,18.0,4.49,9.0,0,4946.5,33.719226731985785,34.0,2,93.60095036217648,40.077977114454455,5,182.7371148359261,Poor
44.0,5,85656.28,7161.0233333333335,1.0,3.0,3.0,1.0,15.0,1.0,9.32,1.0,1,445.77,34.21921371575609,358.0,1,52.550044111564816,56.80249682522268,4,792.5494062344306,Good
43.0,1,41702.9,3249.241666666667,7.0,8.0,27.0,6.0,42.0,18.0,6.31,8.0,0,2334.29,37.87512595885178,94.0,2,145.6395523263464,51.73299376906678,1,364.54610900592974,Poor
